,Id,User,Tweet,tr_tweet
842,843,nilanikita,"Walaupun di rumah, hari ini bersyukur di IG menemukan hal yang bermanfaat. 

Ada influncer yang sharing cara organizing things dengan estetik.

Ada akun yang sharing soal perbaikan"" kecil di rumah dan mobil.

Ada influencer yang sharing alasan dia childfree...","Even though at home, today I'm grateful on IG to find something useful.

There are influencers who share how to organize things aesthetically.

There are accounts that share small ""repairs"" at home and cars.

There is an influencer who shares the reason he is childfree..."
843,844,Shadil10,"Aneh banget tetiba di youtube rekomendasinya ""Childfree dalam Islam""","It's really strange that the YouTube recommendation is ""Childfree in Islam"""
844,845,Kartika_Lestari,"Wah... Ada bahasan menarik nih bersama Psikolog yang juga kompasianer, Mbak Naftalia dengan host  @kevinalegion dan Mbak Wida bahas #childfree di chanel youtube @kompasiana","Wow... There is an interesting discussion with the psychologist who is also a compassian, Ms. Naftalia with host @kevinalegion and Ms. Wida discussing #childfree on the @kompasiana youtube channel"
845,846,mporatne,"@kompasiana Anak harus dong. Tapi tidak harus punya anak sendiri .jikalau masih cinta tapi takdir mandul. 

Tenang masih banyak anak tetangga yang bisa di asuh

#childfree #AToZeps1","@kompasiana Children have to please. But you don't have to have children of your own. If you are still in love but fate is barren.

Don't worry, there are still a lot of neighborhood kids that you can take care of

#childfree #AToZeps1"
846,847,Kartika_Lestari,"@taminovatif @kompasiana Kadang malah sedih ya Mbak, orang #childless mati2an berjuang tapi ada yang milih #childfree tapi tentu saja balik ke alasan masing2 pasutri, yang jalani kan mereka. 
#AtoZEps1","@taminovatif @kompasiana Sometimes it's even sad sis, #childless people are desperately fighting but there are those who choose #childfree but of course it goes back to the reasons for each couple, what they live for.
#AtoZEps1"
847,848,fibay,@travelpisces Childfree 🎉🎉🎉🎊🎊,@travelpisces Childfree 🎉🎉🎉🎊🎊
848,849,aqrsptr,"bertanya2 soal penganut childfree, chidlfreenya itu bener2 gamau punya anak sama sekali atau terbuka untuk adopsi ya ?","I'm wondering about childfree adherents, do you really not want children at all or are you open for adoption?"
849,850,deenduuss,"Setelah netizen dibuat tubir gara2 bubur diaduk-ga diaduk. Sekarang ade lagi, penganut childfree-non childfree (kl dah nikah). Kaga pusing apa netijen ni hari2 tubir mulu🤮","After the netizen made a fuss because the porridge was stirred. Now there are more, childfree-non-childfree followers (when married). Why are you so dizzy these days?"
850,851,nhsekar,@ngeby Maaf kak aku childfree.. kalo sekarang aku punya anak dijulidin sekampung soale 🥲🥲,@ngeby I'm sorry sis I'm childfree.. if now I have a child I'll be thrown into my hometown 🥲🥲
851,852,ikalistiyawati,Maaf y aku childfree dan antinatalis,"Sorry, I'm childfree and antinatalist"
852,853,masndutx,"aku childfree, fullbrondong","I'm childfree, full brondong"
853,854,dinipandini,Orang sekarang pada ribet banget sih ngurusin hidup orang lain 😂. Mau childfree/punya anak 10 juga suka2 mereka lah.,"People nowadays are really complicated taking care of other people's lives 😂. Want to be childfree/have 10 children, they also like it."
854,855,RadlerFive,"@bennysiauw89 @coconuts Perihal Childfree dan Biaya Membesarkan anak aja Netizen pada Ribut, apalagi yg begini, dimana menurut mereka ini adalah Sefruit pelanggaran moral.","@bennysiauw89 @coconuts Concerning Childfree and the Cost of Raising Children, Netizens are in a commotion, especially this one, which according to them is a moral violation."
855,856,mhmmd_jati,Childfree dengan alasan efisiensi duit itu cupu banget. Apakek cari bigger picture yang lebih ngasih dignity gitu.,Childfree with the reason of money efficiency is really stupid. Are you looking for a bigger picture that gives more dignity?
856,857,MangGalih,"@mwathoniy @sintakayaknyaa gw udah pernah ngomong sih 😂, dengan alasan cucu udah 3 dari kakak, laki-laki semua lagi. Gak akan punah garis keluarga kalau gw memilih untuk childfree.","@mwathoniy @sintakayaknyaa I've already said that 😂, with the excuse that my sister already has 3 grandchildren, all of them are boys. The family line will not become extinct if I choose to be childfree."
857,858,addityaivan,Jangan2 bentar lg muncul nih fasis childfree,Don't wait for this childfree fascist to appear again
858,859,ajengmargaretaa,anyone who says that being childfree is the best way of life never experiences the excitement of watching their beloved children riding odong odong for the first time,anyone who says that being childfree is the best way of life never experiences the excitement of watching their beloved children riding odong odong for the first time
859,860,erztabit,"Yatapi jangan alasan punya anak harus membiayai dengan milyaran segala, serasa dirinya paling jago dan punya banyak duit. Kalau memang ga bisa ngaceng ya jangan bilang childfree lah","Yes, but don't have the excuse that having children has to be financed with billions of everything, it feels like he's the best at it and has a lot of money. If you really can't rock it, don't say childfree"
860,861,RadlerFive,"@efenerr Oke, berarti childfree selesai yah. 
Nah sekarang yg bermasalah tweetnya yg mana?","@efenerr Okay, that means childfree is over.
Now, which tweet has the problem?"
861,862,RadlerFive,"@efenerr Bermasalah dimana ya mas? Kalau menurut ku normal org memilih childfree, apakah karna hidup di Indonesia, memilih utk childfree adalah anomali?","@efenerr Where is the problem, bro? If I think it's normal for people to choose childfree, is it because living in Indonesia, choosing to be childfree is an anomaly?"
862,863,fuadradk,"@Sinfourth Orang gini gamau nyoba hidup bacot free gitu?
Terserah mau childfree atau beranak, asal gausah bacot dan ngebacotin orang dengan pilihan idup mereka.","@Sinfourth Don't people like this try to live a free life like that?
It's up to you whether you want to be childfree or have children, as long as you don't have to talk and bully people with their life choices."
863,864,Lilyli01,"@heyyun49 Dl jg bhas childfree heboh dya.. Kn dy blg hrgain pendpt masing2. Tp dy mojokin org yg pny anak. Hrusnya dy blg tergntung pilihan msing2 aj, nih kyk nakutin gtu. 😅","@heyyun49 Also discussing childfree, it's excited.. So he's asking for each other's opinions. But he pushed people who have children. I should say it just depends on each other's choices, it's like I'm afraid of that. 😅"
864,865,MangGalih,@komikmissomayo Menjadi childfree adalah salah satu cara menuju level tertinggi dalam kesadaran untuk melepaskan kemelakatan duniawi. tsahhhhh 😁,@komikmissomayo Being childfree is one way to reach the highest level of awareness to let go of worldly attachments. tsahhhh 😁
865,866,yohanacsitohang,"Katanya buat mancing anak sih, tp aku sndiri ga setuju dgn cara itu. Bukan malah mancing, malah bikin aku mikir pnya anak trnyata gini amat ya. Stgh dr diriku jd penganut childfree, stghnya lg ttp pgn berkembangbiak dr hasil perkawinan sndiri.","They say it's for fishing children, but I myself don't agree with that method. It's not even fishing, it actually makes me think about having children, it's really like this, isn't it? Anyway, I'm a childfree follower, but still, I don't want to reproduce from my own marriage."
866,867,thobibahjamilah,"memantau ketubiran bahas childfree sambil mangku Sova dan ndulang Rahma

kesimpulannya: Gusti Allah iku moho sugih, matematika manusia gak bakal 'thuk' utk menghitung rezeki-Nya, walau demikian juga harus realistis kalo banyak anak = banyak rezeki (yang harus dicari)

semangat 💪","monitoring childfree discharge while serving Sova and ndulang Rahma

in conclusion: God bless you, human mathematics will not 'thuk' to calculate His sustenance, even so it must also be realistic that many children = a lot of sustenance (which must be sought)

spirit 💪"
867,868,puterifathoni,"yg mau childfree yaa monggo waelah sak karep..yg penting mah jangan jadi tetangga yg nyinyir nanyain kapan nikah, punya anak, nambah anak? 😏 normal apa sc? ih anaknya kurus dsb..","Those who want to be childfree, please don't be a neighbor asking when will you get married, have children, have more children? 😏 normal or what? ugh the child is thin etc.."
868,869,puterifathoni,lagi pada heboh childfree childlock wkwk yaudalahyaa ~ bebas ~ kalau akusih penyuka anak anak..ya pasti pen punya anak.. gak pernah takut ga ada rejeki krn punya anak toh aku dulu dibesarkan dari pasangan tentara tamtama dan ibu rumah tangga.. tp sekarang alhamdulilllah..,again in the excitement of childfree childlock wkwk yaudalahyaa ~ free ~ if I love children..yes I definitely want to have children.. never afraid of no fortune because I have children after all I was raised from a pair of enlisted soldiers and a housewife.. but now thank God ..
869,870,difiancheto,2 hari ini timeline masih rame aja sama thread mengenai childfree. Ya sebenernya masing2 orang punya cara berpikir dan pilihan sendiri. Jadi rame ya karena posting di social media dan memang konsekuensinya kalau isu yang dibahas sensitif pasti akan banyak pro dan kontra.,"These 2 days the timeline is still busy with threads regarding childfree. Yes, actually each person has their own way of thinking and choices. So it's busy because of posting on social media and the consequences are that if the issue being discussed is sensitive, there will definitely be a lot of pros and cons."
870,871,megchits,tiap @KeiSavourie ngetweet soal childfree selalu heboh se twitter 😂,"Every time @KeiSavourie tweets about childfree, it's always a scene on Twitter 😂"
871,872,YolaDamayanti,Penganut Childfree brarti gak percaya ALLOH sang Maha Pemberi Rezeki dan setiap mahluk yg dilahirkan ke dunia telah diatur rezekinya  #SalamEmakAnakBanyak,"Childfree adherents mean that they do not believe in Allah, the Most Giver of Fortune and that every creature that is born into the world has its sustenance arranged #SalamEmakAnakMany"
872,873,noygeun,@Itnarnovich Inimah manusia hawa napsu Ra....yg idup cuma buat makan ama berak😂. Baguslah klo mereka childfree ya kan cepet punah..ga ada lagi keturunannya dimuka bumi.. mgkn masa kecilnya kurang bahagia jadi ya gtu dah.. doain aja ra..biar beneran mandul..😂😂,"@Itnarnovich This is a human with lust Ra....who lives only to eat and defecate😂. It's good that they are childfree, they will quickly become extinct..there will be no more offspring on earth..maybe their childhood was less happy, so that's how it is..just pray for it..so it's really barren..😂😂"
873,874,_fyuuhh,"Banyak banget yg ngeributin thread soal 'childfree'
Ya kan padahal teserah dia ya","There's a lot of fuss over the thread about 'childfree'
Yes, even though it's up to him"
874,875,tiuwtiw,"Aku punya buanyak temen childfree, ada yang karena alasannya kondisi kesehatan, ada yang karena alasannya secara mental gak siap untuk nurture anak manusia, dsb. Tapi nek alesane mergo duit ki kok menurutku wagu tenan.","I have a lot of childfree friends, some are due to health reasons, some are mentally unprepared to nurture human children, and so on. But Grandma, the reasons for merging money, why do I think it's really wagu."
